state_code,date,PHCI,UR,BPPRIV,NAICS54
MD,2022-10-01,139.27,2.8,924,278.6
MA,2022-10-01,154.31,3.6,1056,378.6
MI,2022-10-01,127.24,4.1,1597,313.9
MN,2022-10-01,151.92,2.6,2752,167.7
MS,2022-10-01,127.3,3.7,629,37.9
MO,2022-10-01,140.86,2.7,1552,171.4
MT,2022-10-01,133.14,2.6,595,27.8
NE,2022-10-01,145.16,2.3,926,48.9
NV,2022-10-01,145.64,5.3,1250,69.9
NH,2022-10-01,162.64,2.6,311,47.6
NJ,2022-10-01,138.22,3.5,1741,342.1
NM,2022-10-01,137.3,3.5,591,
NY,2022-10-01,133.68,4.0,2304,723.0
NC,2022-10-01,151.77,3.8,6781,322.3
ND,2022-10-01,152.87,2.1,565,16.6
OH,2022-10-01,131.34,4.1,4159,288.0
OK,2022-10-01,138.54,3.1,842,82.1
OR,2022-10-01,156.39,4.2,1211,109.8
PA,2022-10-01,127.82,4.0,1897,392.9
RI,2022-10-01,133.27,3.2,84,29.9
SC,2022-10-01,162.93,3.2,3637,123.5
SD,2022-10-01,146.53,1.9,411,
TN,2022-10-01,151.4,3.4,2383,173.2
TX,2022-10-01,164.73,3.9,21363,1024.1
UT,2022-10-01,172.56,2.5,1704,131.6
VT,2022-10-01,146.88,2.4,117,17.5
VA,2022-10-01,142.8,2.9,3198,466.5
WA,2022-10-01,157.62,4.2,3072,258.6
WV,2022-10-01,117.18,3.9,224,28.7
WI,2022-10-01,133.79,2.8,1760,126.2
WY,2022-10-01,122.76,3.5,556,10.9
AL,2022-11-01,140.35,2.4,1324,121.8
AK,2022-11-01,117.73,4.0,68,13.0
AZ,2022-11-01,171.5,3.8,2931,176.5
AR,2022-11-01,139.58,3.1,708,49.7
CA,2022-11-01,163.87,4.3,6800,1438.9
CO,2022-11-01,162.78,3.0,2602,286.0
CT,2022-11-01,127.5,3.6,492,100.1
DE,2022-11-01,134.13,4.1,498,28.0
FL,2022-11-01,169.65,2.9,12504,728.4
GA,2022-11-01,161.34,3.3,5516,329.7
HI,2022-11-01,123.21,3.3,532,26.5
ID,2022-11-01,164.37,3.0,1229,51.3
IL,2022-11-01,130.54,4.5,1534,449.3
IN,2022-11-01,135.77,3.3,1857,145.7
IA,2022-11-01,133.99,3.1,954,56.5
KS,2022-11-01,142.2,2.9,460,77.0
KY,2022-11-01,136.96,4.1,996,85.9
LA,2022-11-01,111.93,3.6,949,94.4
ME,2022-11-01,141.82,2.7,369,32.8
MD,2022-11-01,140.29,2.6,1102,278.6
MA,2022-11-01,154.65,3.6,1293,377.9
MI,2022-11-01,127.42,4.1,1026,314.0
MN,2022-11-01,151.78,2.7,1870,167.8
MS,2022-11-01,127.58,3.6,457,37.8
MO,2022-11-01,140.68,2.8,1393,171.3
MT,2022-11-01,134.08,2.5,188,28.0
NE,2022-11-01,145.52,2.3,1070,49.2
NV,2022-11-01,146.12,5.3,1171,69.8
NH,2022-11-01,163.4,2.5,319,47.7
NJ,2022-11-01,138.24,3.6,2792,341.9
NM,2022-11-01,137.52,3.6,439,
NY,2022-11-01,133.62,4.1,2140,724.2
NC,2022-11-01,152.26,3.7,7276,323.1
ND,2022-11-01,153.21,2.1,163,16.7
OH,2022-11-01,131.77,4.0,3122,288.6
OK,2022-11-01,138.89,3.1,693,82.4
OR,2022-11-01,156.93,4.1,946,109.1
PA,2022-11-01,128.01,4.0,2241,393.0
RI,2022-11-01,133.75,3.1,66,29.9
SC,2022-11-01,163.27,3.2,2816,124.6
SD,2022-11-01,146.79,1.9,297,
TN,2022-11-01,151.77,3.4,2302,173.2
TX,2022-11-01,165.49,4.0,15117,1027.9
UT,2022-11-01,173.15,2.5,1491,132.2
VT,2022-11-01,147.24,2.4,119,17.6
VA,2022-11-01,143.23,2.9,2000,467.1
WA,2022-11-01,157.96,4.2,3076,259.1
WV,2022-11-01,118.07,3.8,186,28.6
WI,2022-11-01,134.26,2.7,1846,126.4
WY,2022-11-01,123.24,3.4,133,11.0
AL,2022-12-01,141.07,2.3,1161,121.9
AK,2022-12-01,117.93,4.0,70,13.0
AZ,2022-12-01,172.14,3.7,5252,174.8
AR,2022-12-01,139.91,3.0,635,49.7
CA,2022-12-01,163.95,4.4,8220,1438.7
CO,2022-12-01,163.26,3.0,2943,287.2
CT,2022-12-01,128.01,3.5,525,100.4
DE,2022-12-01,134.77,4.0,404,28.0
FL,2022-12-01,170.15,2.9,14958,730.5
GA,2022-12-01,161.74,3.3,4592,330.5
HI,2022-12-01,123.68,3.2,189,26.5
ID,2022-12-01,164.74,3.0,644,51.5
IL,2022-12-01,130.68,4.5,1673,449.5
IN,2022-12-01,135.93,3.3,1552,146.2
IA,2022-12-01,134.55,3.0,711,56.7
KS,2022-12-01,142.44,2.9,420,77.1
KY,2022-12-01,137.17,4.1,1098,86.0
LA,2022-12-01,112.02,3.6,938,94.8
ME,2022-12-01,142.35,2.6,333,32.9
MD,2022-12-01,141.31,2.4,1297,278.0
MA,2022-12-01,155.49,3.5,1510,377.8
MI,2022-12-01,127.55,4.1,1238,314.2
MN,2022-12-01,151.54,2.8,1556,167.7
MS,2022-12-01,127.81,3.5,437,38.0
MO,2022-12-01,140.81,2.8,1072,171.7
MT,2022-12-01,134.37,2.5,466,28.0
NE,2022-12-01,146.09,2.2,396,49.4
NV,2022-12-01,146.51,5.3,883,69.6
NH,2022-12-01,163.86,2.5,292,47.6
NJ,2022-12-01,137.97,3.8,3354,342.4
NM,2022-12-01,137.97,3.6,471,
NY,2022-12-01,133.78,4.1,2411,723.1
NC,2022-12-01,152.66,3.6,5062,324.0
ND,2022-12-01,153.49,2.1,98,16.7
OH,2022-12-01,132.16,3.9,1483,289.2
OK,2022-12-01,139.13,3.1,947,82.7
OR,2022-12-01,157.68,4.0,1735,110.6
PA,2022-12-01,128.42,3.9,1955,392.8
RI,2022-12-01,134.18,3.0,85,29.8
SC,2022-12-01,164.02,3.1,2937,125.3
SD,2022-12-01,146.97,1.9,239,
TN,2022-12-01,152.14,3.4,2104,173.7
TX,2022-12-01,166.05,4.0,15629,1029.7
UT,2022-12-01,173.66,2.5,1907,132.4
VT,2022-12-01,148.28,2.2,108,17.6
VA,2022-12-01,143.51,2.9,2696,466.0
WA,2022-12-01,158.27,4.2,3445,259.5
WV,2022-12-01,119.47,3.6,183,28.7
WI,2022-12-01,134.55,2.6,1024,126.4
WY,2022-12-01,123.43,3.4,82,10.9
AL,2023-01-01,141.42,2.3,1250,122.9
AK,2023-01-01,118.18,4.0,101,13.1
AZ,2023-01-01,172.72,3.7,2033,174.5
AR,2023-01-01,140.34,2.9,1034,49.8
CA,2023-01-01,164.27,4.4,7138,1430.4
CO,2023-01-01,163.74,3.0,3235,289.2
CT,2023-01-01,128.53,3.4,682,100.7
DE,2023-01-01,135.15,4.0,412,28.0
FL,2023-01-01,170.97,2.8,14964,729.5
GA,2023-01-01,162.34,3.3,5940,330.3
HI,2023-01-01,124.18,3.1,176,26.6
ID,2023-01-01,165.27,3.0,922,51.3
IL,2023-01-01,131.27,4.4,978,449.5
IN,2023-01-01,136.12,3.3,1529,146.8
IA,2023-01-01,134.81,3.0,355,56.9
KS,2023-01-01,142.81,2.9,492,78.6
KY,2023-01-01,137.46,4.1,937,85.9
LA,2023-01-01,112.37,3.6,1392,95.2
ME,2023-01-01,143.09,2.5,255,33.2
MD,2023-01-01,142.0,2.3,1502,277.5
MA,2023-01-01,155.93,3.5,1088,377.8
MI,2023-01-01,128.09,4.0,1187,316.2
MN,2023-01-01,151.91,2.8,1366,168.7
MS,2023-01-01,128.45,3.4,585,38.1
MO,2023-01-01,141.17,2.8,1028,171.3
MT,2023-01-01,135.3,2.4,225,28.3
NE,2023-01-01,146.55,2.2,429,49.6
NV,2023-01-01,147.38,5.2,1476,69.9
NH,2023-01-01,164.68,2.4,269,47.7
NJ,2023-01-01,138.02,3.9,2482,342.7
NM,2023-01-01,138.39,3.6,581,
NY,2023-01-01,134.36,4.0,1258,723.2
NC,2023-01-01,153.4,3.5,7066,325.3
ND,2023-01-01,153.96,2.1,137,16.7
OH,2023-01-01,132.74,3.8,1150,290.0
OK,2023-01-01,139.84,3.0,641,82.9
OR,2023-01-01,158.91,3.8,1484,112.2
PA,2023-01-01,128.71,3.9,1304,392.8
RI,2023-01-01,134.63,2.9,79,29.8
SC,2023-01-01,164.57,3.1,3018,125.7
SD,2023-01-01,147.95,1.8,261,
TN,2023-01-01,152.58,3.4,2367,174.0
TX,2023-01-01,166.44,4.1,16847,1030.2
UT,2023-01-01,174.22,2.5,1776,133.2
VT,2023-01-01,149.33,2.1,71,17.7
VA,2023-01-01,143.95,2.9,3272,469.3
WA,2023-01-01,159.09,4.1,2258,258.7
WV,2023-01-01,119.7,3.6,190,28.9
WI,2023-01-01,134.81,2.6,908,126.8
WY,2023-01-01,124.23,3.2,68,11.0
AL,2023-02-01,141.6,2.3,1518,123.2
AK,2023-02-01,118.42,4.0,80,13.1
AZ,2023-02-01,173.6,3.6,4600,173.9
AR,2023-02-01,140.64,2.9,948,49.9
CA,2023-02-01,164.44,4.5,8275,1427.7
CO,2023-02-01,164.17,3.0,3247,289.6
CT,2023-02-01,129.06,3.3,493,100.7
DE,2023-02-01,135.78,3.9,356,27.9
FL,2023-02-01,171.47,2.8,16279,729.8
GA,2023-02-01,162.79,3.3,5136,331.0
HI,2023-02-01,124.74,3.0,203,26.7
ID,2023-02-01,165.71,3.0,1060,51.4
IL,2023-02-01,131.7,4.3,784,448.0
IN,2023-02-01,136.49,3.3,1466,147.1
IA,2023-02-01,135.42,2.9,638,57.0
KS,2023-02-01,142.97,2.9,349,78.4
KY,2023-02-01,137.66,4.1,1191,86.1
LA,2023-02-01,112.57,3.6,991,95.3
ME,2023-02-01,143.33,2.5,266,33.2
MD,2023-02-01,142.68,2.2,1351,277.3
MA,2023-02-01,156.23,3.5,1165,377.4
MI,2023-02-01,128.58,3.9,1008,315.0
MN,2023-02-01,152.25,2.8,1302,168.7
MS,2023-02-01,128.69,3.3,656,37.8
MO,2023-02-01,141.37,2.8,1111,171.1
MT,2023-02-01,135.67,2.4,380,28.2
NE,2023-02-01,147.16,2.1,814,49.6
NV,2023-02-01,147.77,5.2,1041,69.9
NH,2023-02-01,165.43,2.3,222,47.7
NJ,2023-02-01,137.99,4.0,1862,342.7
NM,2023-02-01,138.75,3.6,397,
NY,2023-02-01,134.55,4.0,1855,723.1
NC,2023-02-01,153.8,3.5,8095,325.8
ND,2023-02-01,154.85,2.0,253,16.8
OH,2023-02-01,133.46,3.6,1605,290.5
OK,2023-02-01,140.13,3.0,797,82.9
OR,2023-02-01,159.51,3.7,1519,112.0
PA,2023-02-01,129.15,3.8,1303,392.5
RI,2023-02-01,135.12,2.8,87,29.8
SC,2023-02-01,165.28,3.0,3039,126.0
SD,2023-02-01,148.2,1.8,151,
TN,2023-02-01,153.22,3.3,4633,174.4
TX,2023-02-01,166.87,4.1,17363,1031.3
UT,2023-02-01,174.73,2.5,2342,132.8
VT,2023-02-01,150.07,2.0,84,18.0
VA,2023-02-01,144.55,2.8,2642,469.5
WA,2023-02-01,159.5,4.1,4205,258.6
WV,2023-02-01,120.61,3.5,239,28.8
WI,2023-02-01,135.02,2.6,1101,126.7
WY,2023-02-01,124.63,3.1,77,11.0
AL,2023-03-01,141.83,2.3,2455,123.4
AK,2023-03-01,118.56,4.0,122,13.1
AZ,2023-03-01,174.16,3.6,6525,172.9
AR,2023-03-01,140.96,2.9,812,49.9
CA,2023-03-01,164.8,4.5,7410,1424.3
CO,2023-03-01,164.46,3.1,3580,290.8
CT,2023-03-01,129.58,3.2,542,100.5
DE,2023-03-01,136.38,3.8,536,27.9
FL,2023-03-01,171.97,2.8,18743,731.6
GA,2023-03-01,163.09,3.3,5357,330.8
HI,2023-03-01,124.92,3.0,300,26.6
ID,2023-03-01,165.83,3.0,1297,51.6
IL,2023-03-01,131.86,4.3,1850,447.7
IN,2023-03-01,136.72,3.3,2087,147.1
IA,2023-03-01,135.63,2.9,1048,57.1
KS,2023-03-01,143.17,2.9,548,78.4
KY,2023-03-01,137.92,4.1,1637,86.0
LA,2023-03-01,112.77,3.6,1234,95.2
ME,2023-03-01,143.83,2.4,476,33.3
MD,2023-03-01,143.8,2.0,1035,277.9
MA,2023-03-01,156.54,3.5,1475,377.0
MI,2023-03-01,128.97,3.8,1738,315.9
MN,2023-03-01,152.56,2.8,1840,168.6
MS,2023-03-01,128.89,3.2,625,38.1
MO,2023-03-01,141.61,2.8,1623,170.6
MT,2023-03-01,135.29,2.5,468,28.2
NE,2023-03-01,147.54,2.1,671,49.5
NV,2023-03-01,148.51,5.1,1781,70.0
NH,2023-03-01,166.14,2.2,258,47.8
NJ,2023-03-01,138.15,4.0,3498,342.3
NM,2023-03-01,139.12,3.6,894,
NY,2023-03-01,134.74,4.0,3888,724.1
NC,2023-03-01,154.3,3.4,8515,326.4
ND,2023-03-01,155.36,2.0,216,16.8
OH,2023-03-01,133.92,3.5,3347,290.8
OK,2023-03-01,140.4,3.0,946,82.9
OR,2023-03-01,160.15,3.6,1442,112.1
PA,2023-03-01,129.57,3.7,2045,392.3
RI,2023-03-01,135.42,2.8,101,29.9
SC,2023-03-01,165.68,3.0,3820,126.9
SD,2023-03-01,148.7,1.8,1120,
TN,2023-03-01,153.9,3.2,3458,174.2
TX,2023-03-01,167.61,4.1,18896,1033.3
UT,2023-03-01,175.22,2.5,1928,132.9
VT,2023-03-01,151.32,1.8,328,17.9
VA,2023-03-01,145.05,2.7,3308,468.8
WA,2023-03-01,160.14,4.0,3393,258.6
WV,2023-03-01,120.8,3.5,334,29.0
WI,2023-03-01,135.25,2.6,1474,127.0
WY,2023-03-01,125.07,3.0,157,11.0
AL,2023-04-01,142.03,2.3,1402,123.9
AK,2023-04-01,118.73,4.0,41,13.3
AZ,2023-04-01,174.88,3.6,4268,174.4
AR,2023-04-01,141.2,2.9,851,49.6
CA,2023-04-01,165.23,4.5,9186,1418.6
CO,2023-04-01,164.97,3.1,3857,292.5
CT,2023-04-01,130.08,3.1,289,101.2
DE,2023-04-01,136.68,3.8,471,27.8
FL,2023-04-01,172.48,2.8,14957,735.7
GA,2023-04-01,163.56,3.2,5256,332.0
HI,2023-04-01,125.42,2.9,341,26.6
ID,2023-04-01,166.78,3.0,1450,51.9
IL,2023-04-01,132.27,4.2,1576,447.9
IN,2023-04-01,136.95,3.3,2401,147.6
IA,2023-04-01,135.95,2.9,924,57.3
KS,2023-04-01,143.86,2.8,561,78.5
KY,2023-04-01,138.14,4.1,1540,86.3
LA,2023-04-01,112.97,3.5,1393,95.7
ME,2023-04-01,144.16,2.4,596,33.2
MD,2023-04-01,144.56,1.9,1230,280.4
MA,2023-04-01,157.9,3.3,819,376.4
MI,2023-04-01,129.54,3.7,1688,316.7
MN,2023-04-01,152.81,2.8,2088,168.7
MS,2023-04-01,129.17,3.1,634,38.4
MO,2023-04-01,141.38,2.9,1295,170.2
MT,2023-04-01,135.45,2.5,354,28.3
NE,2023-04-01,147.93,2.1,606,50.2
NV,2023-04-01,149.15,5.0,1245,70.1
NH,2023-04-01,166.63,2.2,397,47.7
NJ,2023-04-01,138.07,4.1,2194,342.1
NM,2023-04-01,139.52,3.6,680,
NY,2023-04-01,135.18,3.9,2011,722.8
NC,2023-04-01,154.64,3.4,7997,326.7
ND,2023-04-01,155.56,2.0,164,16.7
OH,2023-04-01,134.32,3.4,1845,290.9
OK,2023-04-01,140.66,3.0,1096,82.9
OR,2023-04-01,160.54,3.6,1840,112.1
PA,2023-04-01,130.03,3.6,1939,391.5
RI,2023-04-01,135.8,2.7,88,30.0
SC,2023-04-01,166.4,2.9,3472,127.6
SD,2023-04-01,149.06,1.8,717,
TN,2023-04-01,154.26,3.2,5084,175.1
TX,2023-04-01,168.27,4.0,17346,1033.8
UT,2023-04-01,175.78,2.5,1804,133.1
VT,2023-04-01,151.74,1.8,165,17.9
VA,2023-04-01,145.55,2.6,2657,468.9
WA,2023-04-01,160.55,4.0,2818,259.2
WV,2023-04-01,120.31,3.6,288,29.1
WI,2023-04-01,135.43,2.6,1327,127.7
WY,2023-04-01,125.56,2.9,129,11.2
AL,2023-05-01,142.25,2.3,2445,124.0
AK,2023-05-01,118.65,4.1,55,13.3
AZ,2023-05-01,175.38,3.6,4534,175.2
AR,2023-05-01,141.48,2.9,1053,49.6
CA,2023-05-01,165.44,4.6,10066,1420.6
CO,2023-05-01,165.28,3.2,4311,292.2
CT,2023-05-01,130.31,3.1,548,100.9
DE,2023-05-01,136.99,3.8,642,28.0
FL,2023-05-01,172.65,2.9,15062,738.9
GA,2023-05-01,163.94,3.2,7066,332.6
HI,2023-05-01,125.91,2.8,224,26.7
ID,2023-05-01,166.92,3.1,1765,52.1
IL,2023-05-01,132.5,4.2,1418,447.9
IN,2023-05-01,137.26,3.3,2522,147.8
IA,2023-05-01,136.14,2.9,1327,57.3
KS,2023-05-01,144.12,2.8,1132,78.4
KY,2023-05-01,138.0,4.2,1147,86.8
LA,2023-05-01,113.16,3.5,1351,95.6
ME,2023-05-01,144.16,2.5,699,33.5
MD,2023-05-01,144.9,1.9,1744,280.6
MA,2023-05-01,157.79,3.4,1481,375.8
MI,2023-05-01,129.82,3.7,1614,317.1
MN,2023-05-01,152.71,2.9,2847,167.6
MS,2023-05-01,129.36,3.1,690,38.6
MO,2023-05-01,141.12,3.0,1818,169.5
MT,2023-05-01,135.67,2.5,573,28.4
NE,2023-05-01,148.06,2.2,777,49.8
NV,2023-05-01,149.55,5.0,2224,70.5
NH,2023-05-01,167.04,2.2,472,47.9
NJ,2023-05-01,138.18,4.2,3757,342.0
NM,2023-05-01,139.84,3.6,658,
NY,2023-05-01,135.48,3.9,2586,723.2
NC,2023-05-01,155.06,3.4,9184,327.4
ND,2023-05-01,156.44,1.9,450,16.7
OH,2023-05-01,134.58,3.4,2327,291.2
OK,2023-05-01,140.89,3.0,1929,83.0
OR,2023-05-01,160.95,3.6,1602,112.1
PA,2023-05-01,130.2,3.6,2418,391.5
RI,2023-05-01,136.09,2.7,131,30.1
SC,2023-05-01,167.18,2.8,4258,128.1
SD,2023-05-01,149.48,1.8,761,
TN,2023-05-01,154.94,3.1,3964,176.3
TX,2023-05-01,168.54,4.0,21978,1033.3
UT,2023-05-01,176.22,2.6,2091,133.2
VT,2023-05-01,152.42,1.7,210,17.8
VA,2023-05-01,146.08,2.5,3161,469.3
WA,2023-05-01,160.98,4.0,3955,259.5
WV,2023-05-01,119.9,3.7,333,29.4
WI,2023-05-01,135.41,2.7,2007,127.8
WY,2023-05-01,126.08,2.8,183,11.2
AL,2023-06-01,142.52,2.3,1853,125.0
AK,2023-06-01,118.91,4.2,94,13.7
AZ,2023-06-01,175.72,3.7,3840,175.7
AR,2023-06-01,141.75,3.0,1313,50.2
CA,2023-06-01,165.84,4.6,13326,1421.0
CO,2023-06-01,165.9,3.2,3515,294.1
CT,2023-06-01,130.83,3.0,427,100.9
DE,2023-06-01,137.25,3.8,632,27.9
FL,2023-06-01,173.15,2.9,18825,742.7
GA,2023-06-01,164.46,3.3,5758,334.2
HI,2023-06-01,126.13,2.8,335,26.9
ID,2023-06-01,167.11,3.2,1687,52.3
IL,2023-06-01,132.54,4.3,1481,448.9
IN,2023-06-01,137.28,3.4,2772,148.5
IA,2023-06-01,136.37,2.9,1115,57.7
KS,2023-06-01,144.44,2.8,750,78.9
KY,2023-06-01,138.21,4.2,1157,87.0
LA,2023-06-01,113.32,3.5,1270,96.4
ME,2023-06-01,144.42,2.5,613,33.5
MD,2023-06-01,145.25,1.9,1210,281.2
MA,2023-06-01,158.08,3.4,1355,375.3
MI,2023-06-01,129.71,3.8,1906,318.4
MN,2023-06-01,153.11,2.9,2484,168.5
MS,2023-06-01,129.64,3.1,658,38.9
MO,2023-06-01,140.93,3.1,1642,169.3
MT,2023-06-01,135.21,2.6,443,28.5
NE,2023-06-01,148.54,2.2,849,49.9
NV,2023-06-01,150.16,5.0,1528,70.7
NH,2023-06-01,167.64,2.2,525,48.2
NJ,2023-06-01,138.23,4.3,2515,342.9
NM,2023-06-01,140.32,3.6,834,
NY,2023-06-01,135.74,3.9,2346,724.4
NC,2023-06-01,155.6,3.4,7820,328.8
ND,2023-06-01,157.06,1.9,204,16.7
OH,2023-06-01,134.85,3.4,3052,292.8
OK,2023-06-01,140.93,3.1,970,83.1
OR,2023-06-01,161.4,3.6,1513,112.2
PA,2023-06-01,130.71,3.5,2392,392.8
RI,2023-06-01,136.68,2.6,140,30.2
SC,2023-06-01,167.73,2.8,3778,128.7
SD,2023-06-01,150.08,1.8,623,
TN,2023-06-01,155.37,3.1,3788,177.2
TX,2023-06-01,169.07,4.0,20444,1036.8
UT,2023-06-01,176.89,2.6,2416,133.5
VT,2023-06-01,152.45,1.8,229,18.0
VA,2023-06-01,146.45,2.5,3252,470.7
WA,2023-06-01,161.46,4.0,3177,260.1
WV,2023-06-01,119.37,3.8,320,29.9
WI,2023-06-01,135.55,2.8,2064,128.5
WY,2023-06-01,126.31,2.8,162,11.4
AL,2023-07-01,142.21,2.4,1491,124.9
AK,2023-07-01,118.95,4.3,111,13.5
AZ,2023-07-01,176.17,3.7,5367,176.6
AR,2023-07-01,141.77,3.1,1335,49.8
CA,2023-07-01,165.88,4.7,8190,1413.9
CO,2023-07-01,166.02,3.3,2737,296.8
CT,2023-07-01,130.81,3.1,302,100.6
DE,2023-07-01,137.47,3.8,536,27.8
FL,2023-07-01,173.6,2.9,15574,741.6
GA,2023-07-01,164.75,3.3,5423,332.3
HI,2023-07-01,126.29,2.8,306,26.7
ID,2023-07-01,167.15,3.2,1599,52.0
IL,2023-07-01,132.36,4.4,1165,448.8
IN,2023-07-01,137.5,3.4,2049,147.9
IA,2023-07-01,136.15,3.0,817,57.6
KS,2023-07-01,144.58,2.8,630,78.3
KY,2023-07-01,138.02,4.3,966,87.3
LA,2023-07-01,112.99,3.6,1270,95.5
ME,2023-07-01,144.36,2.6,503,33.6
MD,2023-07-01,145.15,2.0,1339,281.2
MA,2023-07-01,158.47,3.4,1201,374.7
MI,2023-07-01,129.53,3.9,1883,316.7
MN,2023-07-01,153.26,2.9,2145,167.1
MS,2023-07-01,129.64,3.1,588,38.9
MO,2023-07-01,141.1,3.1,1486,169.4
MT,2023-07-01,135.28,2.6,520,28.4
NE,2023-07-01,148.48,2.3,641,49.8
NV,2023-07-01,150.1,5.1,1766,71.1
NH,2023-07-01,168.0,2.2,306,48.2
NJ,2023-07-01,138.16,4.4,2625,341.8
NM,2023-07-01,140.55,3.6,682,
NY,2023-07-01,135.65,4.0,1912,722.8
NC,2023-07-01,155.73,3.5,7218,328.3
ND,2023-07-01,156.87,2.0,306,16.6
OH,2023-07-01,134.79,3.5,2112,291.0
OK,2023-07-01,140.77,3.2,1471,83.3
OR,2023-07-01,161.34,3.7,1525,111.0
PA,2023-07-01,130.91,3.5,1817,391.4
RI,2023-07-01,136.66,2.7,82,30.0
SC,2023-07-01,168.08,2.8,3424,129.4
SD,2023-07-01,150.38,1.8,445,
TN,2023-07-01,155.52,3.2,3798,176.6
TX,2023-07-01,169.51,4.0,18897,1037.1
UT,2023-07-01,177.23,2.7,2254,132.0
VT,2023-07-01,152.59,1.8,198,18.0
VA,2023-07-01,146.78,2.5,2561,470.3
WA,2023-07-01,161.44,4.1,2663,260.2
WV,2023-07-01,118.78,3.9,340,29.7
WI,2023-07-01,135.54,2.9,1743,128.6
WY,2023-07-01,126.46,2.8,124,11.3
AL,2023-08-01,141.96,2.5,1672,125.0
AK,2023-08-01,119.0,4.4,44,13.7
AZ,2023-08-01,176.71,3.7,4967,176.6
AR,2023-08-01,141.99,3.3,1053,50.0
CA,2023-08-01,166.03,4.8,12630,1415.1
CO,2023-08-01,166.39,3.4,3304,295.9
CT,2023-08-01,131.06,3.1,519,101.0
DE,2023-08-01,137.71,3.8,662,27.9
FL,2023-08-01,173.76,3.0,17996,743.9
GA,2023-08-01,165.25,3.3,5917,332.1
HI,2023-08-01,126.1,2.9,392,26.8
ID,2023-08-01,167.38,3.3,1880,52.3
IL,2023-08-01,132.03,4.6,1435,447.7
IN,2023-08-01,137.52,3.5,2165,148.1
IA,2023-08-01,136.36,3.0,976,57.5
KS,2023-08-01,144.86,2.8,1413,78.2
KY,2023-08-01,137.89,4.4,1389,87.5
LA,2023-08-01,113.09,3.7,1284,95.9
ME,2023-08-01,144.19,2.7,691,33.6
MD,2023-08-01,144.63,2.2,1575,281.0
MA,2023-08-01,158.26,3.5,1117,374.4
MI,2023-08-01,129.28,4.0,2298,314.6
MN,2023-08-01,154.0,2.8,3185,167.0
MS,2023-08-01,129.79,3.1,679,38.9
MO,2023-08-01,140.82,3.2,1718,169.0
MT,2023-08-01,134.81,2.7,395,28.7
NE,2023-08-01,148.49,2.4,892,50.0
NV,2023-08-01,150.61,5.1,1298,71.4
NH,2023-08-01,168.39,2.2,491,48.2
NJ,2023-08-01,138.39,4.4,3145,341.4
NM,2023-08-01,140.73,3.7,851,
NY,2023-08-01,135.55,4.1,2868,722.7
NC,2023-08-01,156.2,3.5,7365,329.1
ND,2023-08-01,157.15,2.0,403,16.7
OH,2023-08-01,134.74,3.6,2977,291.0
OK,2023-08-01,140.84,3.3,1323,83.4
OR,2023-08-01,161.44,3.8,1654,111.3
PA,2023-08-01,130.96,3.6,1877,391.6
RI,2023-08-01,136.7,2.8,73,30.1
SC,2023-08-01,168.12,2.9,4084,129.7
SD,2023-08-01,150.77,1.8,758,
TN,2023-08-01,155.88,3.2,5993,176.6
TX,2023-08-01,169.91,4.0,21723,1036.8
UT,2023-08-01,177.74,2.7,2591,132.0
VT,2023-08-01,152.37,1.9,249,18.0
VA,2023-08-01,146.95,2.6,3386,470.9
WA,2023-08-01,161.55,4.2,3692,260.8
WV,2023-08-01,118.24,4.0,281,29.8
WI,2023-08-01,135.56,3.0,2192,129.0
WY,2023-08-01,126.81,2.8,157,11.3
AL,2023-09-01,141.7,2.6,1346,125.4
AK,2023-09-01,119.29,4.4,64,13.6
AZ,2023-09-01,177.05,3.8,5793,176.1
AR,2023-09-01,142.16,3.4,889,49.9
CA,2023-09-01,166.2,4.9,8212,1415.0
CO,2023-09-01,166.88,3.4,2255,298.1
CT,2023-09-01,131.03,3.2,323,100.9
DE,2023-09-01,137.96,3.8,468,28.0
FL,2023-09-01,173.9,3.1,15871,746.0
GA,2023-09-01,165.78,3.3,4651,332.7
HI,2023-09-01,126.18,2.9,387,26.9
ID,2023-09-01,167.51,3.4,2013,52.6
IL,2023-09-01,131.93,4.7,1470,447.2
IN,2023-09-01,137.53,3.6,2527,148.2
IA,2023-09-01,136.57,3.0,931,57.7
KS,2023-09-01,144.73,2.9,649,78.3
KY,2023-09-01,138.13,4.4,1377,87.5
LA,2023-09-01,113.27,3.8,1386,96.1
ME,2023-09-01,144.11,2.8,659,33.5
MD,2023-09-01,144.5,2.3,951,280.4
MA,2023-09-01,158.56,3.5,1009,373.8
MI,2023-09-01,129.46,4.0,1691,316.2
MN,2023-09-01,154.4,2.8,1982,166.3
MS,2023-09-01,130.15,3.0,605,39.1
MO,2023-09-01,140.65,3.3,1489,168.4
MT,2023-09-01,134.19,2.8,305,28.5
NE,2023-09-01,148.58,2.5,648,50.2
NV,2023-09-01,150.92,5.2,1351,72.1
NH,2023-09-01,168.57,2.3,328,48.3
NJ,2023-09-01,138.48,4.5,2238,340.8
NM,2023-09-01,141.06,3.7,595,
NY,2023-09-01,135.77,4.1,1269,722.6
NC,2023-09-01,156.59,3.5,8318,330.0
ND,2023-09-01,157.55,2.0,263,16.8
OH,2023-09-01,134.46,3.8,2485,291.5
OK,2023-09-01,140.91,3.4,1245,83.6
OR,2023-09-01,161.88,3.8,1173,111.4
